tid,title,url,imdbRating,duration,year,nrOfWins,nrOfNominations
tt0481499,Die Croods (2013),http://www.imdb.com/title/tt0481499/,7.3,5880,2013,5,24
tt0327084,Ab durch die Hecke (2006),http://www.imdb.com/title/tt0327084/,6.8,4980,2006,6,14
tt0312004,Wallace & Gromit - Auf der Jagd nach dem Riesenkaninchen (2005),http://www.imdb.com/title/tt0312004/,7.6,5100,2005,33,20
tt0451079,Horton hört ein Hu (2008),http://www.imdb.com/title/tt0451079/,6.9,5160,2008,1,14
tt0397892,Bolt: Ein Hund für alle Fälle (2008),http://www.imdb.com/title/tt0397892/,7,5760,2008,1,21
tt0120587,Antz (1998),http://www.imdb.com/title/tt0120587/,6.6,4980,1998,3,6
tt0432283,Der Fantastische Mr. Fox (2009),http://www.imdb.com/title/tt0432283/,7.8,5220,2009,30,20
tt1667889,Ice Age 4 - Voll verschoben (2012),http://www.imdb.com/title/tt1667889/,6.7,5280,2012,2,8
tt0427263,The Force Is with Them: The Legacy of 'Star Wars' (Video 2004),http://www.imdb.com/title/tt0427263/,6.1,780,2004,0,0
tt0378194,Kill Bill: Vol. 2 (2004),http://www.imdb.com/title/tt0378194/,8,8220,2004,12,39
tt1028528,Death Proof - Todsicher (2007),http://www.imdb.com/title/tt1028528/,7.1,6780,2007,1,3
tt1032755,RocknRolla (2008),http://www.imdb.com/title/tt1032755/,7.3,6840,2008,2,4
tt1527788,The Man from Nowhere (2010),http://www.imdb.com/title/tt1527788/,7.9,7140,2010,5,4
tt0246734,Kite - Ein gefährliches Mädchen (Video 1998),http://www.imdb.com/title/tt0246734/,6.8,3000,1998,0,0
tt0172493,Durchgeknallt (1999),http://www.imdb.com/title/tt0172493/,7.3,7620,1999,6,8
tt1616195,J. Edgar (2011),http://www.imdb.com/title/tt1616195/,6.6,8220,2011,4,11
tt0436697,Die Queen (2006),http://www.imdb.com/title/tt0436697/,7.4,6180,2006,64,59
tt0291579,Wahnsinnig verliebt (2002),http://www.imdb.com/title/tt0291579/,7.3,5520,2002,0,0
tt0271383,O Auto da Compadecida (2000),http://www.imdb.com/title/tt0271383/,8.3,6240,2000,7,2
tt2245279,Weaverfish (2013),http://www.imdb.com/title/tt2245279/,6.2,5700,2013,0,0
tt0606116,How I Met Your Mother The Slutty Pumpkin (TV Episode 2005),http://www.imdb.com/title/tt0606116/,8.2,1380,2005,0,0
tt0414993,The Fountain (2006),http://www.imdb.com/title/tt0414993/,7.4,5760,2006,6,16
tt0119177,Gattaca (1997),http://www.imdb.com/title/tt0119177/,7.8,6360,1997,6,8
tt0485947,Mr. Nobody (2009),http://www.imdb.com/title/tt0485947/,7.9,8460,2009,5,3
tt0087803,1984 (1984),http://www.imdb.com/title/tt0087803/,7.2,6780,1984,5,1
tt0212712,2046 - Der ultimative Liebesfilm (2004),http://www.imdb.com/title/tt0212712/,7.5,7740,2004,32,31
tt0056119,La jetée (1962),http://www.imdb.com/title/tt0056119/,8.4,1680,1962,1,0
tt0120832,Spiel auf Zeit (1998),http://www.imdb.com/title/tt0120832/,5.9,5880,1998,1,3
tt0297284,Jede Sekunde zählt - Mindhunters (2004),http://www.imdb.com/title/tt0297284/,6.4,6360,2004,0,0
tt0120912,Men in Black 2 (2002),http://www.imdb.com/title/tt0120912/,6,5280,2002,2,9
tt0473075,Prince of Persia: Der Sand der Zeit (2010),http://www.imdb.com/title/tt0473075/,6.6,6960,2010,0,0
tt0865556,The Forbidden Kingdom (2008),http://www.imdb.com/title/tt0865556/,6.6,6240,2008,0,0
tt0442933,Die Legende von Beowulf (2007),http://www.imdb.com/title/tt0442933/,6.3,6900,2007,1,12
tt0385004,House of Flying Daggers (2004),http://www.imdb.com/title/tt0385004/,7.6,7140,2004,21,39
tt2342896,Maltin on Movies Arbitrage (TV Episode 2012),http://www.imdb.com/title/tt2342896/,,1800,2012,0,0
tt0190332,Tiger & Dragon (2000),http://www.imdb.com/title/tt0190332/,7.9,7200,2000,88,91
tt0446029,Scott Pilgrim gegen den Rest der Welt (2010),http://www.imdb.com/title/tt0446029/,7.5,6720,2010,6,22
tt1216496,Madeo (2009),http://www.imdb.com/title/tt1216496/,7.8,7680,2009,19,21
tt2309224,Big Bad Wolves (2013),http://www.imdb.com/title/tt2309224/,7.1,6600,2013,9,9
tt0111667,Das Baumhaus (1994),http://www.imdb.com/title/tt0111667/,6.7,7560,1994,1,3
tt1510429,Late Show with David Letterman Episode #16.189 (TV Episode 2009),http://www.imdb.com/title/tt1510429/,,3600,2009,0,0
tt1124377,John Rabe (2009),http://www.imdb.com/title/tt1124377/,7.2,8040,2009,8,7
tt0072443,Der Spiegel (1975),http://www.imdb.com/title/tt0072443/,8.1,6480,1975,0,0
tt1329980,De Wereld Draait Door Episode #4.58 (TV Episode 2008),http://www.imdb.com/title/tt1329980/,,,2008,0,0
tt0101410,Barton Fink (1991),http://www.imdb.com/title/tt0101410/,7.8,6960,1991,14,8
tt0276919,Dogville (2003),http://www.imdb.com/title/tt0276919/,8,10680,2003,13,20
tt1399683,Winter's Bone (2010),http://www.imdb.com/title/tt1399683/,7.2,6000,2010,49,62
tt0310775,Sympathy for Mr. Vengeance (2002),http://www.imdb.com/title/tt0310775/,7.7,7740,2002,2,0
tt1632332,The Rotten Tomatoes Show Repo Men/The Bounty Hunter/The Runaways (TV Episode 2010),http://www.imdb.com/title/tt1632332/,,1800,2010,0,0
tt1639426,Udaan (2010),http://www.imdb.com/title/tt1639426/,8.3,8040,2010,13,19
tt3322420,Queen (2014),http://www.imdb.com/title/tt3322420/,9.1,8760,2014,0,0
tt1562872,Man lebt nur einmal (2011),http://www.imdb.com/title/tt1562872/,8.1,9300,2011,16,16
tt2350496,Lunchbox (2013),http://www.imdb.com/title/tt2350496/,8,6240,2013,17,32
tt0066763,Anand (1971),http://www.imdb.com/title/tt0066763/,8.8,7320,1971,6,0
tt0373856,Gangaajal (2003),http://www.imdb.com/title/tt0373856/,7.8,9420,2003,3,26
tt2181931,Englisch für Anfänger (2012),http://www.imdb.com/title/tt2181931/,7.9,8040,2012,2,10
tt0495034,Golmaal: Fun Unlimited (2006),http://www.imdb.com/title/tt0495034/,7.2,9000,2006,1,2
tt0861739,Tropa de Elite (2007),http://www.imdb.com/title/tt0861739/,8.1,6900,2007,30,10
tt0111257,Speed (1994),http://www.imdb.com/title/tt0111257/,7.2,6960,1994,12,15
tt0105112,Die Stunde der Patrioten (1992),http://www.imdb.com/title/tt0105112/,6.9,7020,1992,1,2
tt0936501,96 Hours (2008),http://www.imdb.com/title/tt0936501/,7.9,5580,2008,1,1
tt0144117,Der blutige Pfad Gottes (1999),http://www.imdb.com/title/tt0144117/,7.9,6480,1999,0,0
tt0450232,16 Blocks (2006),http://www.imdb.com/title/tt0450232/,6.6,6300,2006,0,0
tt1596343,Fast & Furious Five (2011),http://www.imdb.com/title/tt1596343/,7.3,7800,2011,7,18
tt0421073,Street Kings (2008),http://www.imdb.com/title/tt0421073/,6.8,6540,2008,0,0
tt1635659,What Happens Next (2011),http://www.imdb.com/title/tt1635659/,5.6,6000,2011,0,0
tt1498172,The Rules of Film Noir (TV Movie 2009),http://www.imdb.com/title/tt1498172/,7.3,3600,2009,0,0
tt0318462,Die Reise des jungen Che (2004),http://www.imdb.com/title/tt0318462/,7.9,7560,2004,29,38
tt0985699,Operation Walküre - Das Stauffenberg-Attentat (2008),http://www.imdb.com/title/tt0985699/,7.1,7260,2008,2,8
tt0215750,Duell - Enemy at the Gates (2001),http://www.imdb.com/title/tt0215750/,7.6,7860,2001,0,0
tt0076734,Soldaat van Oranje (1977),http://www.imdb.com/title/tt0076734/,7.8,9120,1977,2,0
tt0395119,Captain Alatriste - Blutiger Schwur (2006),http://www.imdb.com/title/tt0395119/,6.1,8700,2006,4,20
tt0450259,Blood Diamond (2006),http://www.imdb.com/title/tt0450259/,8,8580,2006,7,18
tt0425637,Red Cliff (2008),http://www.imdb.com/title/tt0425637/,7.4,8760,2008,12,30
tt0081534,Ein tödlicher Traum (1980),http://www.imdb.com/title/tt0081534/,7.3,6180,1980,6,3
tt3345048,Brows Held High Yeelen (TV Episode 2013),http://www.imdb.com/title/tt3345048/,,1860,2013,0,0
tt0099487,Edward mit den Scherenhänden (1990),http://www.imdb.com/title/tt0099487/,8,6300,1990,7,10
tt0247196,Bevor es Nacht wird (2000),http://www.imdb.com/title/tt0247196/,7.3,7980,2000,16,15
tt0362269,Kinsey - Die Wahrheit über Sex (2004),http://www.imdb.com/title/tt0362269/,7.1,7080,2004,17,33
tt0183659,Pollock (2000),http://www.imdb.com/title/tt0183659/,7,7920,2000,3,5
tt0093191,Der Himmel über Berlin (1987),http://www.imdb.com/title/tt0093191/,8.1,7680,1987,18,7
tt0120889,Hinter dem Horizont (1998),http://www.imdb.com/title/tt0120889/,6.9,6780,1998,4,2
tt1273722,Dr. House Locked In (TV Episode 2009),http://www.imdb.com/title/tt1273722/,9.3,3600,2009,0,0
tt0410297,Das Haus am See (2006),http://www.imdb.com/title/tt0410297/,6.8,5940,2006,2,1
tt0096794,Always - Der Feuerengel von Montana (1989),http://www.imdb.com/title/tt0096794/,6.4,7320,1989,0,0
tt0117333,Phenomenon - Das Unmögliche wird wahr (1996),http://www.imdb.com/title/tt0117333/,6.4,7380,1996,7,7
tt2990434,The Nostalgia Critic Is it Right to Nitpick? (TV Episode 2013),http://www.imdb.com/title/tt2990434/,8.1,420,2013,0,0
tt0313542,Das Urteil (2003),http://www.imdb.com/title/tt0313542/,7.1,7620,2003,0,0
tt1226753,Eine offene Rechnung (2010),http://www.imdb.com/title/tt1226753/,6.9,6780,2010,8,1
tt0039190,Jede Frau braucht einen Engel (1947),http://www.imdb.com/title/tt0039190/,7.6,6540,1947,0,4
tt2727420,Castle The Lives of Others (TV Episode 2013),http://www.imdb.com/title/tt2727420/,8.9,2580,2013,0,0
tt1125849,The Wrestler (2008),http://www.imdb.com/title/tt1125849/,8,6540,2008,41,35
tt0210945,Gegen jede Regel (2000),http://www.imdb.com/title/tt0210945/,7.7,6780,2000,8,17
tt0393162,Coach Carter (2005),http://www.imdb.com/title/tt0393162/,7.2,8160,2005,3,15
tt0338309,Faustrecht (2003),http://www.imdb.com/title/tt0338309/,7.9,6780,2003,9,9
tt0385726,Spiel auf Sieg (2006),http://www.imdb.com/title/tt0385726/,7.2,7080,2006,2,3
tt0758794,Sie waren Helden (2006),http://www.imdb.com/title/tt0758794/,7.1,7860,2006,0,0
tt0038348,Die Schöne und die Bestie (1946),http://www.imdb.com/title/tt0038348/,8,5400,1946,2,0
tt0316465,Sie nennen ihn Radio (2003),http://www.imdb.com/title/tt0316465/,6.9,6540,2003,3,3
tt0416185,Resurrecting the Champ (2007),http://www.imdb.com/title/tt0416185/,6.8,6720,2007,0,0
tt0477139,Wristcutters: A Love Story (2006),http://www.imdb.com/title/tt0477139/,7.4,5280,2006,8,6
tt2634130,Pawn Stars Million Dali Baby (TV Episode 2013),http://www.imdb.com/title/tt2634130/,6.3,1800,2013,0,0
tt0292490,Dil Chahta Hai (2001),http://www.imdb.com/title/tt0292490/,8.6,10980,2001,21,36
tt0085743,Jaane Bhi Do Yaaro (1983),http://www.imdb.com/title/tt0085743/,8.4,8580,1983,1,0
tt0076696,Die Schachspieler (1977),http://www.imdb.com/title/tt0076696/,7.8,7740,1977,3,1
tt0456144,Lage Raho Munna Bhai (2006),http://www.imdb.com/title/tt0456144/,8.2,8640,2006,14,13
tt0437238,Hulchul (2004),http://www.imdb.com/title/tt0437238/,6.7,,2004,0,0
tt0220832,Vaastav: The Reality (1999),http://www.imdb.com/title/tt0220832/,7.9,,1999,4,2
tt1024648,Argo (2012),http://www.imdb.com/title/tt1024648/,7.8,7200,2012,66,77
tt0075669,Amar Akbar Anthony (1977),http://www.imdb.com/title/tt0075669/,7.6,11040,1977,3,0
tt0083248,Umrao Jaan (1981),http://www.imdb.com/title/tt0083248/,7.9,8700,1981,3,1
tt1260581,Yorkshire Killer 1980 (2009),http://www.imdb.com/title/tt1260581/,7.2,5580,2009,0,0
tt0067756,Lautlos im Weltraum (1972),http://www.imdb.com/title/tt0067756/,6.8,5340,1972,0,0
tt1531261,Doc Martin The Departed (TV Episode 2009),http://www.imdb.com/title/tt1531261/,8.2,2760,2009,0,0
tt0026529,Der Verräter (1935),http://www.imdb.com/title/tt0026529/,7.6,5460,1935,6,3
tt0376994,X-Men - Der letzte Widerstand (2006),http://www.imdb.com/title/tt0376994/,6.8,6240,2006,5,29
tt0452608,Death Race (2008),http://www.imdb.com/title/tt0452608/,6.4,6300,2008,1,4
tt0418279,Transformers (2007),http://www.imdb.com/title/tt0418279/,7.2,8640,2007,12,30
tt0120800,Das magische Schwert - Die Legende von Camelot (1998),http://www.imdb.com/title/tt0120800/,6.1,4440,1998,1,4
tt0372183,Die Bourne Verschwörung (2004),http://www.imdb.com/title/tt0372183/,7.8,6480,2004,5,19
tt0258463,Die Bourne Identität (2002),http://www.imdb.com/title/tt0258463/,7.9,7140,2002,3,4
tt0368891,Das Vermächtnis der Tempelritter (2004),http://www.imdb.com/title/tt0368891/,6.9,7860,2004,1,8
tt0988045,Sherlock Holmes (2009),http://www.imdb.com/title/tt0988045/,7.6,7680,2009,9,20
tt0465234,Das Vermächtnis des geheimen Buches (2007),http://www.imdb.com/title/tt0465234/,6.5,7440,2007,0,0
tt0317919,Mission: Impossible III (2006),http://www.imdb.com/title/tt0317919/,6.8,7560,2006,7,12
tt0655422,Mystery Science Theater 3000 Hercules (TV Episode 1993),http://www.imdb.com/title/tt0655422/,8.4,5820,1993,0,0
tt1048524,HBO First Look The Bourne Ultimatum (TV Episode 2007),http://www.imdb.com/title/tt1048524/,7.2,1320,2007,0,0
tt0783233,Abbitte (2007),http://www.imdb.com/title/tt0783233/,7.8,7380,2007,29,79
tt0217869,Unbreakable - Unzerbrechlich (2000),http://www.imdb.com/title/tt0217869/,7.2,6360,2000,2,10
tt1228987,Let Me In (2010),http://www.imdb.com/title/tt1228987/,7.2,6960,2010,8,21
tt0452694,Die Frau des Zeitreisenden (2009),http://www.imdb.com/title/tt0452694/,7.1,6420,2009,1,5
tt0119643,Rendezvous mit Joe Black (1998),http://www.imdb.com/title/tt0119643/,7.1,10680,1998,2,5
tt0397101,Der verbotene Schlüssel (2005),http://www.imdb.com/title/tt0397101/,6.5,6240,2005,0,0
tt3400552,At the Movies Episode #10.22 (TV Episode 2013),http://www.imdb.com/title/tt3400552/,,1680,2013,0,0
tt0317740,The Italian Job - Jagd auf Millionen (2003),http://www.imdb.com/title/tt0317740/,7,6660,2003,5,7
tt0266987,Spy Game - Der finale Countdown (2001),http://www.imdb.com/title/tt0266987/,7,7560,2001,0,0
tt0493464,Wanted (2008),http://www.imdb.com/title/tt0493464/,6.7,6600,2008,2,12
tt1853912,Conan Seven Salads for Seven Brothers Who Are Sexually Attracted to Salads (TV Episode 2011),http://www.imdb.com/title/tt1853912/,8,3600,2011,0,0
tt0420901,Shooting Dogs (2005),http://www.imdb.com/title/tt0420901/,7.7,6900,2005,1,3
tt0308055,Bobby - Sie alle hatten einen Traum (2006),http://www.imdb.com/title/tt0308055/,7.1,7200,2006,5,11
tt1410063,The Flowers of War (2011),http://www.imdb.com/title/tt1410063/,7.7,8760,2011,6,10
tt0792966,La faute à Fidel! (2006),http://www.imdb.com/title/tt0792966/,7.6,5940,2006,0,0
tt0375920,The Libertine (2004),http://www.imdb.com/title/tt0375920/,6.4,6840,2004,1,8
tt0349154,Bodysong (2003),http://www.imdb.com/title/tt0349154/,6.9,4980,2003,3,3
tt2237986,There Will Be Cum (Video 2008),http://www.imdb.com/title/tt2237986/,,,2008,0,0
tt0212720,A.I. Künstliche Intelligenz (2001),http://www.imdb.com/title/tt0212720/,7.1,8760,2001,13,41
tt0056869,Die Vögel (1963),http://www.imdb.com/title/tt0056869/,7.8,7140,1963,3,4
tt0034248,Verdacht (1941),http://www.imdb.com/title/tt0034248/,7.5,5940,1941,2,2
tt1834158,The Tonight Show with Jay Leno Episode #19.89 (TV Episode 2011),http://www.imdb.com/title/tt1834158/,,3720,2011,0,0
tt0477071,Die Vorahnung (2007),http://www.imdb.com/title/tt0477071/,5.8,5760,2007,0,0
tt0366627,The Jacket (2005),http://www.imdb.com/title/tt0366627/,7.1,6180,2005,0,0
tt0099653,Ghost - Nachricht von Sam (1990),http://www.imdb.com/title/tt0099653/,7,7620,1990,15,24
tt0142688,Die neun Pforten (1999),http://www.imdb.com/title/tt0142688/,6.7,7980,1999,1,3
tt0039302,Die schwarze Natter (1947),http://www.imdb.com/title/tt0039302/,7.6,6360,1947,0,0
tt1095329,Getaway Episode #15.39 (TV Episode 2006),http://www.imdb.com/title/tt1095329/,,3600,2006,0,0
tt0166896,The Straight Story - Eine wahre Geschichte (1999),http://www.imdb.com/title/tt0166896/,8,6720,1999,17,28
tt1542344,127 Hours (2010),http://www.imdb.com/title/tt1542344/,7.7,5640,2010,15,83
tt0089755,Jenseits von Afrika (1985),http://www.imdb.com/title/tt0089755/,7.2,9660,1985,25,24
tt2399900,Four Twenty (2012),http://www.imdb.com/title/tt2399900/,7.3,5700,2012,0,0
tt0339579,Returner - Kampf um die Zukunft (2002),http://www.imdb.com/title/tt0339579/,6.5,6960,2002,2,3
tt0060028,Raumschiff Enterprise (TV Series 1966–1969),http://www.imdb.com/title/tt0060028/,8.4,3000,1969,7,14
tt1819535,Great Movie Mistakes 2: The Sequel (TV Movie 2011),http://www.imdb.com/title/tt1819535/,5.9,7200,2011,0,0
tt1272878,2 Guns (2013),http://www.imdb.com/title/tt1272878/,6.8,6540,2013,1,0
tt1430132,Wolverine: Weg des Kriegers (2013),http://www.imdb.com/title/tt1430132/,6.8,7560,2013,1,5
tt1211956,Escape Plan (2013),http://www.imdb.com/title/tt1211956/,6.8,6900,2013,0,0
tt1899353,The Raid (2011),http://www.imdb.com/title/tt1899353/,7.6,6060,2011,5,5
tt2312718,Homefront (2013),http://www.imdb.com/title/tt2312718/,6.5,6000,2013,0,0
tt1764651,The Expendables 2 (2012),http://www.imdb.com/title/tt1764651/,6.8,6180,2012,3,4
tt1905041,Fast & Furious 6 (2013),http://www.imdb.com/title/tt1905041/,7.2,7800,2013,4,16
tt1194173,Das Bourne Vermächtnis (2012),http://www.imdb.com/title/tt1194173/,6.7,8100,2012,1,10
tt1549920,The Last Stand (2013),http://www.imdb.com/title/tt1549920/,6.4,6420,2013,2,1
tt1641638,Ip Man Zero (2010),http://www.imdb.com/title/tt1641638/,7.1,6000,2010,0,0
tt1232829,21 Jump Street (2012),http://www.imdb.com/title/tt1232829/,7.2,6540,2012,6,18
tt1436045,13 Assassins (2010),http://www.imdb.com/title/tt1436045/,7.6,8460,2010,13,22
tt2383194,Maltin on Movies Trouble with the Curve (TV Episode 2012),http://www.imdb.com/title/tt2383194/,,1800,2012,0,0
tt0429589,Lucas\,lucas der ameisenschreck,http://www.imdb.com/title/tt0429589/,24925,5280,video.movie,1
tt1624012,The Tonight Show with Jay Leno Episode #18.17 (TV Episode 2010),http://www.imdb.com/title/tt1624012/,,3720,2010,0,0
tt0358082,Robots (2005),http://www.imdb.com/title/tt0358082/,6.3,5460,2005,2,14
tt0070608,Robin Hood (1973),http://www.imdb.com/title/tt0070608/,7.6,4980,1973,1,1
tt0138749,Der Weg nach El Dorado (2000),http://www.imdb.com/title/tt0138749/,6.8,5340,2000,1,12
tt0396555,Triff die Robinsons (2007),http://www.imdb.com/title/tt0396555/,6.9,5700,2007,1,8
tt0166813,Spirit - Der wilde Mustang (2002),http://www.imdb.com/title/tt0166813/,6.9,4980,2002,8,15
tt0295605,Going Shopping (2005),http://www.imdb.com/title/tt0295605/,5,6360,2005,0,0
tt2294629,Die Eiskönigin - Völlig unverfroren (2013),http://www.imdb.com/title/tt2294629/,7.9,6120,2013,34,17
tt2409740,Have I Got News for You: News... for You Alexander Applies for a Job... In the Sugababes (TV Episode 2009),http://www.imdb.com/title/tt2409740/,,240,2009,0,0
tt1837147,De Wereld Draait Door Episode #6.94 (TV Episode 2011),http://www.imdb.com/title/tt1837147/,,,2011,0,0
tt0388473,Tokyo Godfathers (2003),http://www.imdb.com/title/tt0388473/,7.8,5580,2003,5,0
tt0467406,Juno (2007),http://www.imdb.com/title/tt0467406/,7.6,5760,2007,63,44
tt1440292,Submarine (2010),http://www.imdb.com/title/tt1440292/,7.3,5820,2010,6,11
tt0404030,Alles ist erleuchtet (2005),http://www.imdb.com/title/tt0404030/,7.5,6360,2005,6,4
tt0257360,About Schmidt (2002),http://www.imdb.com/title/tt0257360/,7.2,7500,2002,34,35
tt2082197,Barfi! (2012),http://www.imdb.com/title/tt2082197/,8.3,9060,2012,19,18
tt0375611,Black (2005),http://www.imdb.com/title/tt0375611/,8.2,7320,2005,28,3
tt2377938,Special Chabbis (2013),http://www.imdb.com/title/tt2377938/,7.8,8640,2013,0,0
tt0422091,Dhoom (2004),http://www.imdb.com/title/tt0422091/,6.6,7740,2004,11,22
tt3569796,Eretz Nehederet Episode #11.8 (TV Episode 2014),http://www.imdb.com/title/tt3569796/,,,2014,0,0
tt0414387,Stolz & Vorurteil (2005),http://www.imdb.com/title/tt0414387/,7.8,7740,2005,15,36
tt0124315,Gottes Werk & Teufels Beitrag (1999),http://www.imdb.com/title/tt0124315/,7.4,7560,1999,7,28
tt0250875,Kaun Banega Crorepati? (TV Series 2000– ),http://www.imdb.com/title/tt0250875/,8.3,3600,2000,1,0
tt2482916,New in Paradise You Wanna See Something? (TV Episode 2013),http://www.imdb.com/title/tt2482916/,8.2,2640,2013,0,0
tt0380599,Oliver Twist (2005),http://www.imdb.com/title/tt0380599/,6.9,7800,2005,2,3
tt0415965,Mein Kind vom Mars (2007),http://www.imdb.com/title/tt0415965/,6.9,6360,2007,0,0
tt0191043,Die Farben des Paradieses (1999),http://www.imdb.com/title/tt0191043/,8.2,5400,1999,13,8
tt0298228,Whale Rider (2002),http://www.imdb.com/title/tt0298228/,7.7,6060,2002,29,28
tt0981042,Wie ein Staubkorn im Wind (2009),http://www.imdb.com/title/tt0981042/,7.1,6000,2009,20,0
tt0308644,Wenn Träume fliegen lernen (2004),http://www.imdb.com/title/tt0308644/,7.8,6360,2004,18,57
tt0132477,October Sky (1999),http://www.imdb.com/title/tt0132477/,7.8,6480,1999,3,12
tt0087538,Karate Kid (1984),http://www.imdb.com/title/tt0087538/,7.2,7560,1984,2,2
tt0327137,Löwen aus zweiter Hand (2003),http://www.imdb.com/title/tt0327137/,7.6,6660,2003,0,0
tt0846308,Kit Kittredge: An American Girl (2008),http://www.imdb.com/title/tt0846308/,6.7,6060,2008,1,5
tt0093132,Hachikô monogatari (1987),http://www.imdb.com/title/tt0093132/,8.2,6420,1987,2,4
tt0054944,Greyfriars Bobby: The True Story of a Dog (1961),http://www.imdb.com/title/tt0054944/,7.5,5220,1961,0,0
tt2241522,That Fellow in the Coat Top 10 Strangest/Most Annoying Academy Decisions (TV Episode 2012),http://www.imdb.com/title/tt2241522/,,,2012,0,0
tt0368008,Der Manchurian Kandidat (2004),http://www.imdb.com/title/tt0368008/,6.6,7740,2004,1,8
tt2341825,Workaholics True Dromance (TV Episode 2012),http://www.imdb.com/title/tt2341825/,8.2,1800,2012,0,0
tt0903624,Der Hobbit - Eine unerwartete Reise (2012),http://www.imdb.com/title/tt0903624/,8.1,10140,2012,10,44
tt3407456,Chelsea Lately Episode #7.191 (TV Episode 2013),http://www.imdb.com/title/tt3407456/,,1320,2013,0,0
tt1324059,Wake Up Sid (2009),http://www.imdb.com/title/tt1324059/,7.6,8280,2009,2,10
tt0293715,Yeopgijeogin geunyeo (2001),http://www.imdb.com/title/tt0293715/,8.2,7380,2001,6,1
tt0817177,Verliebt und ausgeflippt (2010),http://www.imdb.com/title/tt0817177/,7.7,5400,2010,1,1
tt1041829,Selbst ist die Braut (2009),http://www.imdb.com/title/tt1041829/,6.7,6480,2009,6,18
tt0832266,Vielleicht\,vielleicht vielleicht auch nicht,http://www.imdb.com/title/tt0832266/,105395,6720,video.movie,0
tt0099429,Dil (1990),http://www.imdb.com/title/tt0099429/,6.9,10320,1990,1,0
tt0473367,Jaane Tu... Ya Jaane Na (2008),http://www.imdb.com/title/tt0473367/,7.6,9300,2008,6,9
tt2358192,The Waiting Game (2012),http://www.imdb.com/title/tt2358192/,,4920,2012,0,0
tt0314331,Tatsächlich... Liebe (2003),http://www.imdb.com/title/tt0314331/,7.7,8100,2003,10,19
tt0104561,Jo Jeeta Wohi Sikandar (1992),http://www.imdb.com/title/tt0104561/,8.3,10440,1992,1,0
tt0371735,Hungama (2003),http://www.imdb.com/title/tt0371735/,7.6,9180,2003,0,0
tt1597766,90210 Rats and Heroes (TV Episode 2010),http://www.imdb.com/title/tt1597766/,7.4,2460,2010,0,0
tt0241527,Harry Potter und der Stein der Weisen (2001),http://www.imdb.com/title/tt0241527/,7.4,9120,2001,14,50
tt0926084,Harry Potter und die Heiligtümer des Todes - Teil 1 (2010),http://www.imdb.com/title/tt0926084/,7.7,8760,2010,10,39
tt0330373,Harry Potter und der Feuerkelch (2005),http://www.imdb.com/title/tt0330373/,7.6,9420,2005,10,34
tt0417741,Harry Potter und der Halbblutprinz (2009),http://www.imdb.com/title/tt0417741/,7.4,9180,2009,7,25
tt0295297,Harry Potter und die Kammer des Schreckens (2002),http://www.imdb.com/title/tt0295297/,7.3,9660,2002,10,31
tt0373889,Harry Potter und der Orden des Phönix (2007),http://www.imdb.com/title/tt0373889/,7.4,8280,2007,13,32
tt0304141,Harry Potter und der Gefangene von Askaban (2004),http://www.imdb.com/title/tt0304141/,7.8,8520,2004,13,35
tt0087332,Ghostbusters - Die Geisterjäger (1984),http://www.imdb.com/title/tt0087332/,7.8,6300,1984,4,6
tt1054606,Das Kabinett des Doktor Parnassus (2009),http://www.imdb.com/title/tt1054606/,6.9,7380,2009,4,12
tt1222814,The 66th Annual Golden Globe Awards (TV Movie 2009),http://www.imdb.com/title/tt1222814/,8,,2009,0,0
tt1386932,Ip Man 2 (2010),http://www.imdb.com/title/tt1386932/,7.6,6480,2010,3,9
tt1648093,Guan yun chang (2011),http://www.imdb.com/title/tt1648093/,6,6540,2011,1,0
tt1613750,Kon-Tiki (2012),http://www.imdb.com/title/tt1613750/,7.3,7080,2012,7,9
tt1456661,Legend of the Fist (2010),http://www.imdb.com/title/tt1456661/,6.3,6360,2010,0,0
tt1403130,Bodyguards and Assassins (2009),http://www.imdb.com/title/tt1403130/,6.9,8340,2009,16,31
tt1425257,True Legend (2010),http://www.imdb.com/title/tt1425257/,6.4,6900,2010,2,0
tt2888046,Ip Man 3 (2015),http://www.imdb.com/title/tt2888046/,,,2015,0,0
tt1340107,In einer besseren Welt (2010),http://www.imdb.com/title/tt1340107/,7.7,7140,2010,8,19
tt1164999,Biutiful (2010),http://www.imdb.com/title/tt1164999/,7.5,8880,2010,16,33
tt0287467,Sprich mit ihr (2002),http://www.imdb.com/title/tt0287467/,8,6720,2002,44,29
tt0880502,Auf der anderen Seite (2007),http://www.imdb.com/title/tt0880502/,7.9,6960,2007,27,11
tt1756720,Se souvenir des cendres - Regards sur Incendies (2010),http://www.imdb.com/title/tt1756720/,6.3,2640,2010,0,0
tt1091191,Lone Survivor (2013),http://www.imdb.com/title/tt1091191/,7.8,7260,2013,5,10
tt1567609,Get the Gringo (2012),http://www.imdb.com/title/tt1567609/,7.1,5760,2012,0,0
tt1242422,Celda 211 (2009),http://www.imdb.com/title/tt1242422/,7.7,6780,2009,25,19
tt1270262,The Devil's Double (2011),http://www.imdb.com/title/tt1270262/,7.1,6540,2011,0,0
